"hanZi","unicode","gbk","pinYin","buShou","biHua","wuXing","fanTi","wuBi"
"畴","0x7574","b3eb","chóu","田","12","金","疇","LDTF"
"畵","0x7575","ae93","huà","田","13","null","畵","VFLB"
"當","0x7576","ae94","dāng dàng dǎng","田","13","null","null","null"
"畷","0x7577","ae95","zhuì","田","13","null","畷","LCCC"
"畸","0x7578","bbfb","jī","田","13","木","畸","LDSK"
"畹","0x7579","eeb5","wǎn","田","13","火","畹","LPQB"
"畺","0x757a","ae96","jiāng jiàng","田","13","null","畺","GLGG"
"畻","0x757b","ae97","chéng","田","14","null","畻","LUDF"
"畼","0x757c","ae98","chàng","田","14","null","畼","LJGR"
"畽","0x757d","ae99","tuǎn","田","14","null","畽","LTGF"
"畾","0x757e","ae9a","léi","田","15","null","畾","LLLF"
"畿","0x757f","e7dc","jī","田","15","木","畿","XXAL"
"疀","0x7580","ae9b","chā","田","16","null","疀","VLGH"
"疁","0x7581","ae9c","liú","田","16","null","疁","LNWE"
"疂","0x7582","ae9d","dié","田","16","null","疂","LIPG"
"疃","0x7583","eeb6","tuǎn","田","17","火","疃","LUJF"
"疄","0x7584","ae9e","lín lìn","田","17","null","疄","LOQH"
"疅","0x7585","ae9f","jiāng","田","18","null","疅","LGLG"
"疆","0x7586","bdae","jiāng qiáng","弓","19","土","疆","XFGG"
"疇","0x7587","aea0","chóu","田","19","null","null","LFNF"
"疈","0x7588","af40","pì","田","20","null","疈","GKLL"
"疉","0x7589","af41","dié","田","20","null","疉","LLLG"
"疊","0x758a","af42","dié","田","22","null","疊","LLLG"
"疋","0x758b","f1e2","pǐ yǎ shū","疋","5","水","疋","NHI"
"疌","0x758c","af43","jié qiè","疋","8","null","疌","GVHI"
"疍","0x758d","af44","dàn","疋","10","null","疍","NHJG"
"疎","0x758e","af45","shū","疋","12","null","疎","NHGI"
"疏","0x758f","cae8","shū","⺪","12","金","疏","NHYQ"
"疐","0x7590","af46","dì zhì","疋","14","null","疐","FPLH"
"疑","0x7591","d2c9","null","null",,"null","null","null"
"疒","0x7592","f0da","nè","疒","5","null","疒","UYGG"
"疓","0x7593","af47","nǎi","疒","7","null","疓","UEV"
"疔","0x7594","f0db","dīng","疒","7","火","疔","USK"
"疕","0x7595","af48","bǐ","疒","7","null","疕","UXV"
"疖","0x7596","f0dc","jiē","疒","7","木","癤","UBK"
"疗","0x7597","c1c6","liáo","疒","7","火","療","UBK"
"疘","0x7598","af49","gāng","疒","8","null","疘","UAD"
"疙","0x7599","b8ed","gē yì","疒","8","木","疙","UTNV"
"疚","0x759a","bece","jiù","疒","8","木","疚","UQYI"
"疛","0x759b","af4a","zhǒu","疒","8","null","疛","UFI"
"疜","0x759c","af4b","xià","疒","8","null","疜","UGHI"
"疝","0x759d","f0de","shàn","疒","8","金","疝","UMK"
"疞","0x759e","af4c","xū","疒","8","null","疞","UFNV"
"疟","0x759f","c5b1","nüè yào","疒","8","火","瘧","UAGD"
"疠","0x75a0","f0dd","lì lài","疒","8","火","癘","UDNV"
"疡","0x75a1","d1f1","yáng","疒","8","火","瘍","UNRE"
"疢","0x75a2","af4d","chèn","疒","9","金","疢","UOI"
"疣","0x75a3","f0e0","yóu","疒","9","土","疣","UDNV"
"疤","0x75a4","b0cc","bā","疒","9","水","疤","UCV"
"疥","0x75a5","bdea","null","null",,"null","null","null"
"疦","0x75a6","af4e","jué xuè","疒","9","null","疦","UNWI"
"疧","0x75a7","af4f","qí","疒","9","null","疧","UQAV"
"疨","0x75a8","af50","yǎ xiā","疒","9","null","疨","UAHT"
"疩","0x75a9","af51","cuì","疒","9","null","疩","UVFK"
"疪","0x75aa","af52","bì","疒","9","null","疪","UXXV"
"疫","0x75ab","d2df","yì","疒","9","木","疫","UMCI"
"疬","0x75ac","f0df","lì","疒","9","火","癧","UDLV"
"疭","0x75ad","af53","zòng","疒","9","null","瘲","UWWI"
"疮","0x75ae","b4af","chuāng","疒","9","金","瘡","UWBV"
"疯","0x75af","b7e8","fēng","疒","9","水","瘋","UMQI"
"疰","0x75b0","f0e6","zhù","疒","10","金","疰","null"
"疱","0x75b1","f0e5","pào","疒","10","水","疱","UQNV"
"疲","0x75b2","c6a3","pí","疒","10","水","疲","UHCI"
"疳","0x75b3","f0e1","gān","疒","10","木","疳","UAFD"
"疴","0x75b4","f0e2","kē","疒","10","木","疴","USKD"
"疵","0x75b5","b4c3","cī","疒","11","金","疵","UHXV"
"疶","0x75b6","af54","xuē","疒","10","null","疶","UANV"
"疷","0x75b7","af55","zhī","疒","10","null","疷","UQAY"
"疸","0x75b8","f0e3","dǎn da","疒","10","火","疸","UJGD"
"疹","0x75b9","d5ee","zhěn","疒","10","金","疹","UWEE"
"疺","0x75ba","af56","fá biǎn","疒","9","null","疺","UTPI"
"疻","0x75bb","af57","zhǐ","疒","10","null","疻","UKWI"
"疼","0x75bc","ccdb","téng","疒","10","火","疼","UTUI"
"疽","0x75bd","bed2","jū","疒","10","木","疽","UEGD"
"疾","0x75be","bcb2","null","null",,"null","null","null"
"疿","0x75bf","af58","fèi féi","疒","10","null","疿","UXJK"
"痀","0x75c0","af59","gōu","疒","10","null","痀","UQKD"
"痁","0x75c1","af5a","shān diàn","疒","10","null","痁","UHKD"
"痂","0x75c2","f0e8","jiā","疒","10","木","痂","ULKD"
"痃","0x75c3","f0e7","xuán","疒","10","金","痃","UYXI"
"痄","0x75c4","f0e4","zhà","疒","10","金","痄","UTHF"
"病","0x75c5","b2a1","null","null",,"null","null","null"
"痆","0x75c6","af5b","niè","疒","10","null","痆","UNXV"
"症","0x75c7","d6a2","zhèng zhēng","疒","10","金","癥","UGHD"
"痈","0x75c8","d3b8","yōng","疒","10","木","癰","UEK"
"痉","0x75c9","beb7","jìng","疒","10","木","痙","UCAD"
"痊","0x75ca","c8ac","quán","疒","11","木","痊","UWGD"
"痋","0x75cb","af5c","téng chóng","疒","11","null","痋","UJI"
"痌","0x75cc","af5d","tōng tóng","疒","11","null","痌","UMGK"
"痍","0x75cd","f0ea","yí","疒","11","土","痍","UGXW"
"痎","0x75ce","af5e","jiē","疒","11","null","痎","UYNW"
"痏","0x75cf","af5f","wěi yòu yù","疒","11","null","痏","UDED"
"痐","0x75d0","af60","huí","疒","11","null","痐","ULKD"
"痑","0x75d1","af61","tān shǐ","疒","11","null","痑","UQQI"
"痒","0x75d2","d1f7","yǎng","疒","11","土","癢","UUDK"
"痓","0x75d3","af62","chì","疒","11","null","痓","UGCF"
"痔","0x75d4","d6cc","zhì","疒","11","火","痔","UFFI"
"痕","0x75d5","badb","hén","疒","11","水","痕","UVEI"
"痖","0x75d6","f0e9","yǎ","疒","11","null","痖","UGOG"
"痗","0x75d7","af63","mèi","疒","12","null","痗","UTXU"
"痘","0x75d8","b6bb","dòu","疒","12","火","痘","UGKU"
"痙","0x75d9","af64","jìng","疒","12","null","null","UGVA"
"痚","0x75da","af65","xiāo","疒","12","null","痚","UFTB"
"痛","0x75db","cdb4","null","null",,"null","null","null"
"痜","0x75dc","af66","tū","疒","12","null","痜","UTMV"
"痝","0x75dd","af67","máng","疒","12","null","痝","UDNE"
"痞","0x75de","c6a6","pǐ","疒","12","水","痞","UGIK"
"痟","0x75df","af68","xiāo","疒","12","null","痟","UIED"
"痠","0x75e0","af69","suān","疒","12","null","痠","UCWT"
"痡","0x75e1","af6a","pū pù","疒","12","null","痡","UGEY"
"痢","0x75e2","c1a1","lì","疒","12","火","痢","UTJK"
"痣","0x75e3","f0eb","zhì","疒","12","火","痣","UFNI"
"痤","0x75e4","f0ee","cuó","疒","12","金","痤","UWWF"
"痥","0x75e5","af6b","duó","疒","12","null","痥","UUKQ"
"痦","0x75e6","f0ed","wù","疒","12","土","痦","UGKD"
"痧","0x75e7","f0f0","shā","疒","12","金","痧","UIIT"
"痨","0x75e8","f0ec","láo","疒","12","火","癆","UAPL"
"痩","0x75e9","af6c","shòu","疒","12","null","痩","UJHC"
"痪","0x75ea","bbbe","huàn","疒","12","水","痪","UQMD"
"痫","0x75eb","f0ef","xián","疒","12","金","癇","UUSI"
"痬","0x75ec","af6d","yì","疒","13","null","痬","UJQR"
"痭","0x75ed","af6e","bēng péng","疒","13","null","痭","UEED"
"痮","0x75ee","af6f","zhàng","疒","13","null","痮","UDEI"
"痯","0x75ef","af70","guǎn","疒","13","null","痯","UPNN"
"痰","0x75f0","ccb5","tán","疒","13","火","痰","UOOI"
"痱","0x75f1","f0f2","fèi féi","疒","13","土","痱","UDJD"
"痲","0x75f2","af71","má","疒","13","null","痲","USFQ"
"痳","0x75f3","af72","má lìn","疒","13","null","痳","USSI"
"痴","0x75f4","b3d5","chī","疒","13","火","痴","UTDK"
"痵","0x75f5","af73","jì","疒","13","null","痵","UTBD"
"痶","0x75f6","af74","tiǎn diàn","疒","13","null","痶","UMAW"
"痷","0x75f7","af75","ān yè è","疒","13","null","痷","UDJN"
"痸","0x75f8","af76","chì","疒","13","null","痸","URMJ"
"痹","0x75f9","b1d4","bì","疒","13","水","痹","ULGJ"
"痺","0x75fa","af77","bì","疒","13","null","痺","null"
"痻","0x75fb","af78","mín","疒","13","null","痻","UQAJ"
"痼","0x75fc","f0f3","gù","疒","13","木","痼","ULDD"
"痽","0x75fd","af79","duī","疒","13","null","痽","UWYD"
"痾","0x75fe","af7a","kē ē","疒","12","null","痾","UBSK"
"痿","0x75ff","f0f4","wěi","疒","13","土","痿","UTVD"
"瘀","0x7600","f0f6","yū","疒","13","土","瘀","UYWU"
"瘁","0x7601","b4e1","cuì","疒","13","金","瘁","UYWF"
"瘂","0x7602","af7b","yǎ","疒","13","null","瘂","UGHG"
"瘃","0x7603","f0f1","zhú","疒","13","金","瘃","UEYI"
"瘄","0x7604","af7c","cù","疒","13","null","瘄","UAJD"
"瘅","0x7605","f0f7","dān dàn","疒","13","火","癉","UUJF"
"瘆","0x7606","af7d","shèn","疒","13","null","瘮","UCDE"
"瘇","0x7607","af7e","zhǒng","疒","14","null","瘇","UTGF"
"瘈","0x7608","af80","zhì chì","疒","14","null","瘈","UDHD"
"瘉","0x7609","af81","yù","疒","14","null","瘉","UWGJ"
"瘊","0x760a","f0fa","hóu","疒","14","木","瘊","UWND"
"瘋","0x760b","af82","fēng","疒","14","null","null","UMTJ"
"瘌","0x760c","f0f8","là","疒","14","火","瘌","UGKJ"
"瘍","0x760d","af83","yáng","疒","14","null","null","UJGR"
"瘎","0x760e","af84","chén","疒","14","null","瘎","UADN"
"瘏","0x760f","af85","tú","疒","13","null","瘏","UFTJ"
"瘐","0x7610","f0f5","yǔ","疒","13","木","瘐","UVWI"
"瘑","0x7611","af86","guō","疒","13","null","瘑","UMNK"
"瘒","0x7612","af87","wén","疒","14","null","瘒","UPLK"
"瘓","0x7613","af88","huàn","疒","14","null","瘓","UQMD"
"瘔","0x7614","af89","kù","疒","13","null","瘔","UADD"
"瘕","0x7615","f0fd","jiǎ xiá xiā","疒","14","木","瘕","UNHC"
"瘖","0x7616","af8a","yīn","疒","14","null","瘖","UUJD"
"瘗","0x7617","f0f9","yì","疒","14","木","瘞","UGUF"
"瘘","0x7618","f0fc","lòu","疒","14","火","瘻","UOVD"
"瘙","0x7619","f0fe","sào","疒","14","金","瘙","UCYJ"
"瘚","0x761a","af8b","jué","疒","15","null","瘚","UUBW"
"瘛","0x761b","f1a1","chì","疒","15","金","瘛","UDHN"
"瘜","0x761c","af8c","xī","疒","15","null","瘜","UTHN"
"瘝","0x761d","af8d","guān","疒","15","null","瘝","ULII"
"瘞","0x761e","af8e","yì","疒","15","null","null","UDWF"
"瘟","0x761f","cec1","wēn","疒","14","水","瘟","UJLD"
"瘠","0x7620","f1a4","jí","疒","15","木","瘠","UIWE"
"瘡","0x7621","af8f","chuāng","疒","15","null","null","UWYK"
"瘢","0x7622","f1a3","bān","疒","15","水","瘢","UTEC"
"瘣","0x7623","af90","lěi huì","疒","14","null","瘣","URQC"
"瘤","0x7624","c1f6","null","null",,"null","null","null"
"瘥","0x7625","f0fb","chài cuó","疒","14","金","瘥","UUDA"
"瘦","0x7626","cadd","null","null",,"null","null","null"
"瘧","0x7627","af91","nüè yào","疒","14","-","null","UHAG"
"瘨","0x7628","af92","diān chēn","疒","15","null","瘨","UFHW"
"瘩","0x7629","b4f1","da dá","疒","14","火","瘩","UAWK"
"瘪","0x762a","b1f1","biě biē","疒","15","水","癟","UTHX"
"瘫","0x762b","ccb1","tān","疒","15","火","癱","UCWY"
"瘬","0x762c","af93","zhàng","疒","16","null","瘬","UXDE"
"瘭","0x762d","f1a6","biāo","疒","16","水","瘭","USFI"
"瘮","0x762e","af94","shèn","疒","16","null","null","UCCE"
"瘯","0x762f","af95","cù","疒","16","null","瘯","UYTD"
"瘰","0x7630","f1a7","luǒ","疒","16","火","瘰","ULXI"
"瘱","0x7631","af96","yì","疒","16","null","瘱","UDWN"
"瘲","0x7632","af97","zòng","疒","16","null","null","UTWH"
"瘳","0x7633","f1ac","chōu","疒","16","金","瘳","UNWE"
"瘴","0x7634","d5ce","zhàng","疒","16","火","瘴","UUJK"
"瘵","0x7635","f1a9","zhài","疒","16","金","瘵","UWFI"
"瘶","0x7636","af98","sòu","疒","16","null","瘶","UGKW"
"瘷","0x7637","af99","sè","疒","16","null","瘷","UGKT"
"瘸","0x7638","c8b3","qué","疒","16","金","瘸","ULKW"
"瘹","0x7639","af9a","diào","疒","16","null","瘹","UQQY"
"瘺","0x763a","af9b","lòu","疒","16","null","瘺","UNFI"
"瘻","0x763b","af9c","lòu","疒","16","null","null","UKGV"
"瘼","0x763c","f1a2","mò","疒","15","水","瘼","UAJD"
"瘽","0x763d","af9d","qín","疒","16","null","瘽","UAKG"
"瘾","0x763e","f1ab","yǐn","疒","16","土","癮","UBQN"
"瘿","0x763f","f1a8","yǐng","疒","16","木","癭","UMMV"
"癀","0x7640","f1a5","huáng","疒","16","木","癀","UAMW"
"癁","0x7641","af9e","fú","疒","17","null","癁","UTTT"
"療","0x7642","af9f","liáo","疒","17","null","null","UDUI"
"癃","0x7643","f1aa","lóng","疒","16","火","癃","UBTG"
"癄","0x7644","afa0","qiáo jiào","疒","17","null","癄","null"
"癅","0x7645","b040","liú","疒","17","null","癅","UGAL"
"癆","0x7646","b041","láo","疒","17","null","null","UOOL"
"癇","0x7647","b042","xián","疒","17","null","null","UUED"
"癈","0x7648","b043","fèi","疒","17","null","癈","UWXC"
"癉","0x7649","b044","dàn dān","疒","17","null","null","UKKF"
"癊","0x764a","b045","yìn","疒","15","null","癊","UBWC"
"癋","0x764b","b046","hè","疒","17","null","癋","UGHN"
"癌","0x764c","b0a9","ái","疒","17","土","癌","UKKM"
"癍","0x764d","f1ad","bān","疒","17","水","癍","UGYG"
"癎","0x764e","b047","xián","疒","17","null","癎","UUJD"
"癏","0x764f","b048","guān","疒","18","null","癏","ULGE"
"癐","0x7650","b049","guì wēi","疒","18","null","癐","UWGJ"
"癑","0x7651","b04a","nòng nóng","疒","18","null","癑","UMAE"
"癒","0x7652","b04b","yù","疒","18","null","癒","UWGN"
"癓","0x7653","b04c","wēi","疒","18","null","癓","UTMT"
"癔","0x7654","f1af","yì","疒","18","土","癔","UUJN"
"癕","0x7655","b04d","yōng","疒","18","null","癕","UYXY"
"癖","0x7656","f1b1","null","null",,"null","null","null"
"癗","0x7657","b04e","lěi","疒","18","null","癗","UFLD"
"癘","0x7658","b04f","lì lài","疒","17","null","null","UAJY"
"癙","0x7659","b050","shǔ","疒","18","null","癙","UVNN"
"癚","0x765a","b051","dàn","疒","18","null","癚","UQDY"
"癛","0x765b","b052","lǐn","疒","18","null","癛","UYLT"
"癜","0x765c","f1b0","diàn","疒","18","火","癜","UNAC"
"癝","0x765d","b053","lǐn","疒","18","null","癝","UYLI"
"癞","0x765e","f1ae","lài","疒","18","火","癩","UGKM"
"癟","0x765f","b054","biē biě","疒","19","null","null","UTHA"
"癠","0x7660","b055","jì","疒","19","null","癠","UYVF"
"癡","0x7661","b056","chī","疒","19","null","癡","UXTH"
"癢","0x7662","b057","yǎng","疒","19","null","null","UUDE"
"癣","0x7663","d1a2","xuǎn","疒","19","金","癬","UQGD"
"癤","0x7664","b058","jiē","疒","18","null","null","UTVB"
"癥","0x7665","b059","zhēng","疒","20","null","null","UTMT"
"癦","0x7666","b05a","mèng","疒","20","null","癦","ULFF"
"癧","0x7667","b05b","lì","疒","21","null","null","UDTH"
"癨","0x7668","b05c","huò","疒","21","null","癨","UFWY"
"癩","0x7669","b05d","lài","疒","21","null","null","UGKM"
"癪","0x766a","b05e","jī","疒","21","null","癪","UTGM"
"癫","0x766b","f1b2","diān","疒","21","火","癲","UFHM"
"癬","0x766c","b05f","xuǎn","疒","22","null","null","UQOD"
"癭","0x766d","b060","yǐng","疒","22","null","null","UMMV"
"癮","0x766e","b061","yǐn","疒","21","null","null","UBEN"
"癯","0x766f","f1b3","qú","疒","23","木","癯","UHHY"
"癰","0x7670","b062","yōng","疒","23","null","null","UVKY"
"癱","0x7671","b063","tān","疒","24","null","null","UAKY"
"癲","0x7672","b064","diān","疒","24","null","null","UFHM"
"癳","0x7673","b065","luǒ","疒","26","null","癳","null"
"癴","0x7674","b066","luán","疒","28","null","癴","UXYR"
"癵","0x7675","b067","luán","疒","30","null","癵","UXYW"
"癶","0x7676","b068","bō","癶","5","null","癶","WNYT"
"癷","0x7677","b069","bō bǒ","癶","8","null","癷","WFJ"
"癸","0x7678","b9ef","guǐ","癶","9","水","癸","WGDU"
"癹","0x7679","b06a","bá","癶","9","null","癹","WMCU"
"発","0x767a","b06b","fā","癶","9","null","発","WFQB"
"登","0x767b","b5c7","dēng","癶","12","火","登","WGKU"
"發","0x767c","b06c","fā","癶","12","null","null","WXMC"
"白","0x767d","b0d7","bái","白","5","水","白","RRRR"
"百","0x767e","b0d9","bǎi","白","6","水","百","DJF"
"癿","0x767f","b06d","bié","白","6","null","癿","RNN"
"皀","0x7680","b06e","jí bī","白","7","水","皀","RXB"
"皁","0x7681","b06f","zào","白","7","null","皁","RFJ"
"皂","0x7682","d4ed","zào","白","7","金","皂","RAB"
"皃","0x7683","b070","mào","白","7","null","皃","RQB"
"的","0x7684","b5c4","de dí dì dī","白","8","火","的","RQYY"
"皅","0x7685","b071","pā bà","白","9","null","皅","RCN"
"皆","0x7686","bdd4","jiē","比","9","木","皆","XXRF"
"皇","0x7687","bbca","huáng","白","9","水","皇","RGF"
"皈","0x7688","f0a7","guī","白","9","木","皈","RRCY"
"皉","0x7689","b072","cǐ","白","11","null","皉","RHXN"
"皊","0x768a","b073","líng","白","10","null","皊","RWYC"
"皋","0x768b","b8de","gāo háo","白","10","木","皋","RDFJ"
"皌","0x768c","b074","mò","白","10","null","皌","RGSY"
"皍","0x768d","b075","jí","白","9","null","皍","RXBJ"
"皎","0x768e","f0a8","jiǎo","白","11","木","皎","RUQY"
"皏","0x768f","b076","pěng","白","11","null","皏","RUAH"
"皐","0x7690","b077","gāo yáo","白","11","null","皐","RIFJ"
"皑","0x7691","b0a8","ái","白","11","火","皚","RMNN"
"皒","0x7692","b078","é","白","12","null","皒","RTRT"
"皓","0x7693","f0a9","hào","白","12","木","皓","RTFK"
"皔","0x7694","b079","hàn","白","12","null","皔","RJFH"
"皕","0x7695","b07a","bì","白","12","水","皕","DJDJ"
"皖","0x7696","cdee","wǎn","白","12","木","皖","RPFQ"
"皗","0x7697","b07b","chóu","白","13","null","皗","RMFK"
"皘","0x7698","b07c","qiàn","白","13","null","皘","RGEG"
"皙","0x7699","f0aa","xī","白","13","木","皙","SRRF"
"皚","0x769a","b07d","ái","白","15","null","null","RMGU"
"皛","0x769b","b07e","xiǎo","白","15","null","皛","RRRF"
"皜","0x769c","b080","hào","白","15","null","皜","RYMK"
"皝","0x769d","b081","huàng","白","15","null","皝","RGIQ"
"皞","0x769e","b082","hào","白","15","null","皞","RRDF"
"皟","0x769f","b083","zé","白","16","null","皟","RGMY"
"皠","0x76a0","b084","cuǐ","白","16","null","皠","RMWY"
"皡","0x76a1","b085","hào","白","16","null","皡","RRIF"
"皢","0x76a2","b086","xiǎo","白","17","null","皢","RFFQ"
"皣","0x76a3","b087","yè","白","15","null","皣","RAGF"
"皤","0x76a4","f0ab","pó","白","17","水","皤","RTOL"
"皥","0x76a5","b088","hào","白","17","null","皥","RTHF"
"皦","0x76a6","b089","jiǎo","白","18","null","皦","RRYT"
"皧","0x76a7","b08a","ài","白","18","null","皧","REPT"
"皨","0x76a8","b08b","xīng","白","18","null","皨","RRRF"
"皩","0x76a9","b08c","huàng","白","19","null","皩","RGJQ"
"皪","0x76aa","b08d","lì luò bō","白","20","null","皪","RXRS"
"皫","0x76ab","b08e","piǎo","白","20","null","皫","RYNO"
"皬","0x76ac","b08f","hé","白","21","null","皬","RFWY"
"皭","0x76ad","b090","jiào","白","22","null","皭","RELF"
"皮","0x76ae","c6a4","pí","皮","5","水","皮","HCI"
"皯","0x76af","b091","gǎn","皮","8","null","皯","HCFH"
"皰","0x76b0","b092","pào","皮","10","null","皰","HCQN"
"皱","0x76b1","d6e5","zhòu","皮","10","金","皺","QVHC"
"皲","0x76b2","f1e4","jūn","皮","11","木","皸","PLHC"
"皳","0x76b3","b093","qiú","皮","12","null","皳","FIYC"
"皴","0x76b4","f1e5","cūn","皮","12","金","皴","CWTC"
"皵","0x76b5","b094","què","皮","13","null","皵","AJHC"
"皶","0x76b6","b095","zhā","皮","14","null","皶","SJGC"
"皷","0x76b7","b096","gǔ","皮","14","null","皷","FKUC"
"皸","0x76b8","b097","jūn","皮","14","null","null","PLHC"
"皹","0x76b9","b098","jūn","皮","14","null","皹","HCPL"
"皺","0x76ba","b099","zhòu","皮","15","null","null","QBTC"
"皻","0x76bb","b09a","zhā cǔ","皮","16","null","皻","HAEC"
"皼","0x76bc","b09b","gǔ","皮","17","null","皼","FPGC"
"皽","0x76bd","b09c","zhāo zhǎn dǎn","皮","18","null","皽","YLKC"
